TriPigeonnier

Nombre de données, Intervalle des données, Taux de dispersion, nombre d'instructions,mémoire maximale(bytes), temps de traitement(us);
20000, 10000, 100,60003, 40032, 248;
20000, 10000, 100,60003, 40032, 248;
20000, 10000, 100,60003, 40032, 277;
20000, 10000, 100,60003, 40032, 249;
20000, 10000, 100,60003, 40032, 247;
20000, 10000, 100,60003, 40032, 247;
20000, 10000, 100,60003, 40032, 248;
20000, 10000, 100,60003, 40032, 247;
20000, 10000, 100,60003, 40032, 249;
20000, 100000, 0,240003, 400032, 750;
20000, 100000, 0,240003, 400032, 734;
20000, 100000, 0,240003, 400032, 779;
20000, 100000, 0,240003, 400032, 736;
20000, 100000, 0,240003, 400032, 749;
20000, 100000, 0,240003, 400032, 736;
20000, 100000, 0,240003, 400032, 737;
20000, 100000, 0,240003, 400032, 736;
20000, 100000, 0,240003, 400032, 735;
20000, 100000, 0,240003, 400032, 785;
20000, 100000, 25,240003, 400032, 785;
20000, 100000, 25,240003, 400032, 739;
20000, 100000, 25,240003, 400032, 739;
20000, 100000, 25,240003, 400032, 740;
20000, 100000, 25,240003, 400032, 735;
20000, 100000, 25,240003, 400032, 739;
20000, 100000, 25,240003, 400032, 903;
20000, 100000, 25,240003, 400032, 785;
20000, 100000, 25,240003, 400032, 782;
20000, 100000, 25,240003, 400032, 788;
20000, 100000, 50,240003, 400032, 785;
20000, 100000, 50,240003, 400032, 786;
20000, 100000, 50,240003, 400032, 735;
20000, 100000, 50,240003, 400032, 741;
20000, 100000, 50,240003, 400032, 952;
20000, 100000, 50,240003, 400032, 788;
20000, 100000, 50,240003, 400032, 790;
20000, 100000, 50,240003, 400032, 785;
20000, 100000, 50,240003, 400032, 789;
20000, 100000, 50,240003, 400032, 735;
20000, 100000, 75,240003, 400032, 787;
20000, 100000, 75,240003, 400032, 782;
20000, 100000, 75,240003, 400032, 783;
20000, 100000, 75,240003, 400032, 740;
20000, 100000, 75,240003, 400032, 736;
20000, 100000, 75,240003, 400032, 740;
20000, 100000, 75,240003, 400032, 743;
20000, 100000, 75,240003, 400032, 734;
20000, 100000, 75,240003, 400032, 789;
20000, 100000, 75,240003, 400032, 995;
20000, 100000, 100,240003, 400032, 737;
20000, 100000, 100,240003, 400032, 789;
20000, 100000, 100,240003, 400032, 737;
20000, 100000, 100,240003, 400032, 737;
20000, 100000, 100,240003, 400032, 792;
20000, 100000, 100,240003, 400032, 736;
20000, 100000, 100,240003, 400032, 734;
20000, 100000, 100,240003, 400032, 735;
20000, 100000, 100,240003, 400032, 737;
20000, 100000, 100,240003, 400032, 737;
30000, 100, 0,60203, 432, 182;
30000, 100, 0,60203, 432, 184;
30000, 100, 0,60203, 432, 171;
30000, 100, 0,60203, 432, 170;
